39686047,2575
1,33709257,Anifled,4726,Pianoboy高至豪,100
2,139774,The truth that you leave,4726,Pianoboy高至豪,96
3,66476,偏偏喜欢你,2115,陈百强,69
4,139755,Annabelle,4726,Pianoboy高至豪,65
5,28978321,逆流成河,8281,金南玲,60
6,25892478,钢琴课:是否真的开心/尼曼,104700,Various Artists,55
7,26233203,Forgive Me,300739,CMA,52
8,543607345,BINGBIAN病变 (女声版),13112043,鞠文娴,50
9,133998,老街,4292,李荣浩,48
10,169692,等一分钟,5786,徐誉滕,46
11,451319227,City,12094419,羽肿,41
12,116493,白昼之夜,3716,林隆璇,39
13,1472386,Sad Angel,35235,伊戈尔.克鲁托伊,39
14,29747816,Don Coi (Instrumental),106601,Truong Quynh Anh,36
15,27902750,周杰伦歌曲串烧,1047057,BEC包子,33
16,185774,白色羽毛,9225,芮恩,32
17,2698075,Ce Frumoasa E Iubirea,59153,Giulia,30
18,36990267,Faded (Instrumental),1045123,Alan Walker,29
19,189586,蓝色土耳其,6652,周传雄,29
20,18161816,Let Her Go,70840,Passenger,28
21,1940926,Negative Things,42961,Selwyn,28
22,1817328,Take My Hand,41002,Omar Akram,27
23,28377210,Mirror Night,5342,V.K克,26
24,21515271,Set Fire To The Rain,99094,Piano Tribute Players,25
25,20744790,A Walk In The Rain,46198,Yanni,24
26,32192436,绅士,5781,薛之谦,23
27,16846091,Inspire,90097,Capo Productions,22
28,208902,红色高跟鞋,7214,蔡健雅,21
29,1783906,A New Day,40266,Mark Petrie,21
30,357126,Tassel,90374,Cymophane,21
31,144378,死不了,4895,任贤齐,21
32,82190,三人游,2738,方大同,21
33,5264840,Going home,37519,Kenny G,20
34,139718,ALONE ON THE WAY,4726,Pianoboy高至豪,20
35,308353,钟无艳,9952,谢安琪,19
36,18495509,Wild Sea,42047,Roberto Cacciapaglia,19
37,208958,越来越不懂,7214,蔡健雅,18
38,27876900,Here We Are Again,18918,CAGNET/日向大介,18
39,26598816,เจอกับตัวเอง...ถึงรู้,74843,Sara Nusara Poongprasert,18
40,155847,镜夜,5342,V.K克,18
41,108157,漂洋过海来看你,3683,李宗盛,18
42,356034,Young For You,11679,GALA,17
43,2060546,Sky High,45274,Thomas Prime,16
44,197603,用心良苦,6537,张崇德,15
45,27511129,卡农变奏曲,627001,K. Williams,15
46,1713487,The Heart Asks Pleasure First,38936,Michael Nyman,15
47,3935139,Breath and Life,87066,Audiomachine,15
48,29818120,算什么男人,6452,周杰伦,14
49,22585962,Against All Odds 2006 (Take A Look At Me Now) (Cinema Sax Album Version),43752,Sam Levine,14
50,421160836,演员,5781,薛之谦,14
51,480802929,Layee,4726,Pianoboy高至豪,13
52,209121,陌生人,7214,蔡健雅,13
53,21803605,Apologize,98105,OneRepublic,13
54,546723298,Lonely Day,12090068,Jurrivh,13
55,4875306,逍遥叹,3064,胡歌,13
56,5148849,Take a bow,72724,Rihanna,12
57,355992,追梦赤子心,11679,GALA,12
58,410518458,Anifled,4726,Pianoboy高至豪,12
59,35447858,走着走着就散了,167013,庄心妍,12
60,247308,祝你幸福,8124,黄奕蓉,12
61,29753390,The Beginning,12090107,Ryan,11
62,27759600,Five Hundred Miles,35331,Justin Timberlake/Carey Mulligan/Stark Sands,11
63,4346315,we're turning into regular people,102076,the tumbled sea,11
64,209108,无底洞,7214,蔡健雅,11
65,1615656,Tonight I Wanna Cry,37525,Keith Urban,11
66,1696205,Still Water,38854,Maksim Mrvica,11
67,28427746,千言万语,3072,韩磊,11
68,212430,飘雪,7225,陈慧娴,10
69,29718570,海边的留言,4726,Pianoboy高至豪,10
70,109729,离人,3692,林志炫,10
71,1614642,Sundial Dreams,37518,Kevin Kern,10
72,5307891,Autumn,123825,July,10
73,18582321,Serenade,35398,Jim Brickman,9
74,316938,再见二丁目,10204,杨千嬅,9
75,109196,想太多,3689,李玖哲,9
76,17691338,Run Away with Me,41002,Omar Akram,9
77,28283145,Brotherhood,896177,John Dreamer,9
78,191171,无赖,6473,郑中基,9
79,167916,梦一场,5768,萧敬腾,9
80,26466442,一万个舍不得,167013,庄心妍/祁隆,9
81,28949431,Dream Of A Dream,990189,Epistra,8
82,1491585,Traveling Light,35375,Joel Hanson/Sara Groves,8
83,393705,英雄的黎明,15872,横山菁児,8
84,277302,爱,8926,莫文蔚,8
85,1620471,Will and Elizabeth,37542,Klaus Badelt,8
86,31445986,卡农钢琴随弹（Cover 卡农）,1060093,Keyshawn Binean,8
87,28718066,菊次郎的夏天,627001,K. Williams,8
88,150433,Susan说,5196,陶喆,8
89,32957012,杏花弦外雨,189347,CRITTY/司夏,8
90,26544456,Open Window (Original Mix),40245,MitiS/Anna Yvette,8
91,5179544,You're Beautiful,35329,James Blunt,8
92,28406526,我在那一角落患过伤风(钢琴版),122455,群星,8
93,28427738,暗香,3072,韩磊,8
94,25731432,what for?,687035,sAr,8
95,189207,过云雨,6462,张敬轩,7
96,16846088,Journey,90097,Capo Productions,7
97,149297,夜的钢琴曲五,5039,石进,7
98,857896,A Little Story,22247,Valentin,7
99,5253801,Free Loop,31187,Daniel Powter,7
100,285542,白色羽毛,9225,芮恩,7
