5179611885,3979068472,於贝子,如果你想自杀，那么就去撸串。如果你能吃到，说明你有朋友还有钱。如果你有钱还有朋友，那你还没有要死的必要。要是你没钱也没朋友，那来找我，我请你撸串。告诉你世间还是有些值得留恋的。你想怎么吃怎么吃，想吃腰子吃腰子，想吃大块肉吃大块肉活下来就好,0,7分钟前
5179548479,2032238457,最帅的昊然哥哥,[多多比耶],0,15分钟前
5179545542,92295058,大夏华人,在？我一天给你买一包烟，不低于十块的。但必须要抽完，不能给别人抽,0,17分钟前
5179535325,1356149984,流氓兔81192,哈哈哈,0,09:19
5179574774,53375350,如影随形的我,学习不咋样，烟倒是抽的不少[西西发怒][西西呕吐],0,08:18
5179519102,3727462985,酒入愁肠愁更愁_5exF,写给未来女友下次谈恋爱之前 我会告诉他我穿43码鞋 生日阴历腊月十九， 爱吃辣吃不了榴莲喜欢喝柠檬水，馒头可一次一个月不怕虫不怕黑就害怕一个人 不要长时间不回我 至少要让我知道你在干嘛我脾气很好 但我心很软 吵架的时候 抱一下就好了 一定不可以把我晾在一边我在努力变优秀 在未来等你,1,08:08
5179563778,3339554307,拆迁户_u41a,帅哥（*/∇＼*）,0,07:47
5179517043,330188163,JY倾听,停药了，身体慢慢恢复，磨难就是自己想不开，伤自己，然后再慢慢自愈，几十年太慢长了，啊，活得健康真不容易。珍惜身体珍惜自己！,0,07:39
5179531829,257301313,MelodicTom,珍惜初中和高中 大学就是真的把孤独当日常了,0,06:41
5179451616,257301313,MelodicTom,并不是好梗 现在到处都能刷...,0,06:40
5179444547,1849492173,差劲-y,今年冬天 我头发长了就不打算再剪短了 似乎成熟了许多 脾气也没那么暴躁了 好像瘦了点 在尝试不同风格 还是很敏感 占有欲还是很强 我在慢慢改变 还有我快十八了、,1,05:39
5179440627,3867539805,流星蝴蝶VS天涯明月,所谓“赤子之心”，刚生下来的孩子叫赤子，无知无畏的人才最天真。当你辛辛苦苦一路往上爬，爬得越高，一旦摔下来就跌得越重，得到的越多，也就越害怕失去。,1,04:55
5179404722,355177566,一睹人间-惊鸿宴,人生建议，爱护自己，不要做让自己后悔的东西。人生要有目标。不要轻易放弃，不要轻易相信别人。,0,03:31
5179415562,445790934,k三月,帅哥,0,03:04
5179450307,1882956542,崩溃到凌晨,听歌吧,0,02:39
5179416518,1882956542,崩溃到凌晨,都说钱是王八蛋但他长得真好看,0,02:38
5179469004,570460592,是胡阿柚啊,嗯嗯，这次的生日愿望要许给自己,0,01:52
5179401485,1379024708,三十凓,1:39.唉，翻开日记本，发现已经五个多月没写过日记了，这五个多月以来发生了好多事，也忘记了好多事。走了一些人，遇见了新的人。磕磕撞撞也就这样。今天c语言终于写出几道题了。德语课有好多要补。,1,01:42
5179466883,1322723194,Seven洛洛,为什么 你会这么傻 只是因为你活在当下,0,01:20
5179380548,610468180,枯木boy,每年总会因为钱吵架一两次，我真的是受够了，真的是累了,0,01:09
